Plate,Row,Column,Well,WellType,RFU,Pct_Activity
Plate 5,H,3,H03,Experimental,2084,8.45
Plate 5,H,4,H04,Experimental,13880,63.95
Plate 5,H,5,H05,Experimental,4268,18.72
Plate 5,H,6,H06,Experimental,3994,17.43
Plate 5,H,7,H07,Experimental,34807,162.41
Plate 5,H,8,H08,Experimental,6288,28.23
Plate 5,H,9,H09,Experimental,30500,142.14
Plate 5,H,10,H10,Experimental,6297,28.27
Plate 5,H,11,H11,Experimental,8789,39.99
Plate 5,H,12,H12,Experimental,14832,68.42
Plate 5,H,13,H13,Experimental,24436,113.61
Plate 5,H,14,H14,Experimental,19803,91.81
Plate 5,H,15,H15,Experimental,13470,62.02
Plate 5,H,16,H16,Experimental,20348,94.38
Plate 5,H,17,H17,Experimental,28964,134.92
Plate 5,H,18,H18,Experimental,17081,79.01
Plate 5,H,19,H19,Experimental,18849,87.32
Plate 5,H,20,H20,Experimental,2069,8.37
Plate 5,H,21,H21,Experimental,8397,38.15
Plate 5,H,22,H22,Experimental,19473,90.26
Plate 5,H,23,H23,Low,438,0.7
Plate 5,H,24,H24,High,26303,122.4
Plate 5,I,1,I01,Low,319,0.14
Plate 5,I,2,I02,High,31291,145.86
Plate 5,I,3,I03,Experimental,23983,111.48
Plate 5,I,4,I04,Experimental,3110,13.27
Plate 5,I,5,I05,Experimental,7193,32.48
Plate 5,I,6,I06,Experimental,19200,88.98
Plate 5,I,7,I07,Experimental,5232,23.26
Plate 5,I,8,I08,Experimental,14518,66.95
Plate 5,I,9,I09,Experimental,14493,66.83
Plate 5,I,10,I10,Experimental,18733,86.78
Plate 5,I,11,I11,Experimental,11826,54.28
Plate 5,I,12,I12,Experimental,19561,90.67
Plate 5,I,13,I13,Experimental,15663,72.33
Plate 5,I,14,I14,Experimental,23153,107.57
Plate 5,I,15,I15,Experimental,15210,70.2
Plate 5,I,16,I16,Experimental,8740,39.76
Plate 5,I,17,I17,Experimental,17707,81.95
Plate 5,I,18,I18,Experimental,16063,74.22
Plate 5,I,19,I19,Experimental,13829,63.71
Plate 5,I,20,I20,Experimental,27353,127.34
Plate 5,I,21,I21,Experimental,15146,69.9
Plate 5,I,22,I22,Experimental,11914,54.7
Plate 5,I,23,I23,High,8369,38.02
Plate 5,I,24,I24,High,25852,120.27
Plate 5,J,1,J01,Low,273,-0.08
Plate 5,J,2,J02,High,29547,137.66
Plate 5,J,3,J03,Experimental,19466,90.23
Plate 5,J,4,J04,Experimental,13498,62.15
Plate 5,J,5,J05,Experimental,6048,27.1
Plate 5,J,6,J06,Experimental,17302,80.05
Plate 5,J,7,J07,Experimental,13424,61.8
Plate 5,J,8,J08,Experimental,12267,56.36
Plate 5,J,9,J09,Experimental,25583,119.01
Plate 5,J,10,J10,Experimental,18868,87.41
Plate 5,J,11,J11,Experimental,19617,90.94
Plate 5,J,12,J12,Experimental,10417,47.65
Plate 5,J,13,J13,Experimental,5433,24.2
Plate 5,J,14,J14,Experimental,12013,55.16
Plate 5,J,15,J15,Experimental,11783,54.08
Plate 5,J,16,J16,Experimental,14593,67.3
Plate 5,J,17,J17,Experimental,21385,99.26
Plate 5,J,18,J18,Experimental,21044,97.65
Plate 5,J,19,J19,Experimental,18762,86.91
Plate 5,J,20,J20,Experimental,20015,92.81
Plate 5,J,21,J21,Experimental,7147,32.27
Plate 5,J,22,J22,Experimental,24943,116.0
Plate 5,J,23,J23,High,10068,46.01
Plate 5,J,24,J24,High,30801,143.56
Plate 5,K,1,K01,Low,365,0.36
Plate 5,K,2,K02,High,29932,139.47
Plate 5,K,3,K03,Experimental,1465,5.53
Plate 5,K,4,K04,Experimental,7635,34.56
Plate 5,K,5,K05,Experimental,19115,88.58
Plate 5,K,6,K06,Experimental,8467,38.48
Plate 5,K,7,K07,Experimental,200,-0.42
Plate 5,K,8,K08,Experimental,14379,66.29
Plate 5,K,9,K09,Experimental,1596,6.15
Plate 5,K,10,K10,Experimental,15985,73.85
Plate 5,K,11,K11,Experimental,10685,48.91
Plate 5,K,12,K12,Experimental,23470,109.07
Plate 5,K,13,K13,Experimental,6176,27.7
Plate 5,K,14,K14,Experimental,5462,24.34
Plate 5,K,15,K15,Experimental,23372,108.6
Plate 5,K,16,K16,Experimental,4959,21.97
Plate 5,K,17,K17,Experimental,20844,96.71
Plate 5,K,18,K18,Experimental,19457,90.18
Plate 5,K,19,K19,Experimental,38000,177.43
Plate 5,K,20,K20,Experimental,6871,30.97
Plate 5,K,21,K21,Experimental,19137,88.68
Plate 5,K,22,K22,Experimental,2020,8.14
Plate 5,K,23,K23,High,11115,50.94
Plate 5,K,24,K24,High,27068,125.99
Plate 5,L,1,L01,Low,301,0.06
Plate 5,L,2,L02,High,30131,140.41
Plate 5,L,3,L03,Experimental,22581,104.88
Plate 5,L,4,L04,Experimental,13668,62.95
Plate 5,L,5,L05,Experimental,16604,76.76
Plate 5,L,6,L06,Experimental,15571,71.9
Plate 5,L,7,L07,Experimental,15512,71.62
Plate 5,L,8,L08,Experimental,8483,38.55
Plate 5,L,9,L09,Experimental,19558,90.66
Plate 5,L,10,L10,Experimental,12084,55.5
Plate 5,L,11,L11,Experimental,17678,81.81
Plate 5,L,12,L12,Experimental,6998,31.57
Plate 5,L,13,L13,Experimental,14373,66.26
Plate 5,L,14,L14,Experimental,18524,85.8
Plate 5,L,15,L15,Experimental,13090,60.23
Plate 5,L,16,L16,Experimental,9532,43.49
Plate 5,L,17,L17,Experimental,5309,23.62
Plate 5,L,18,L18,Experimental,12292,56.47
Plate 5,L,19,L19,Experimental,13262,61.04
Plate 5,L,20,L20,Experimental,15662,72.33
Plate 5,L,21,L21,Experimental,9855,45.01
Plate 5,L,22,L22,Experimental,21340,99.04
Plate 5,L,23,L23,High,11316,51.88
Plate 5,L,24,L24,High,30633,142.77
Plate 5,M,1,M01,Low,289,0.0
Plate 5,M,2,M02,High,29344,136.7
Plate 5,M,3,M03,Experimental,14138,65.16
Plate 5,M,4,M04,Experimental,14955,69.0
Plate 5,M,5,M05,Experimental,2907,12.32
Plate 5,M,6,M06,Experimental,12111,55.62
Plate 5,M,7,M07,Experimental,14039,64.69
Plate 5,M,8,M08,Experimental,4520,19.91
Plate 5,M,9,M09,Experimental,3911,17.04
Plate 5,M,10,M10,Experimental,9482,43.25
Plate 5,M,11,M11,Experimental,31744,147.99
Plate 5,M,12,M12,Experimental,24988,116.21
Plate 5,M,13,M13,Experimental,18445,85.42
Plate 5,M,14,M14,Experimental,7024,31.69
Plate 5,M,15,M15,Experimental,19918,92.35
Plate 5,M,16,M16,Experimental,16999,78.62
Plate 5,M,17,M17,Experimental,8776,39.93
Plate 5,M,18,M18,Experimental,13854,63.82
Plate 5,M,19,M19,Experimental,17558,81.25
Plate 5,M,20,M20,Experimental,14699,67.8
Plate 5,M,21,M21,Experimental,26710,124.31
Plate 5,M,22,M22,Experimental,15191,70.11
Plate 5,M,23,M23,High,11061,50.68
Plate 5,M,24,M24,High,29139,135.74
Plate 5,N,1,N01,Low,210,-0.37
Plate 5,N,2,N02,High,28953,134.86
Plate 5,N,3,N03,Experimental,19024,88.15
Plate 5,N,4,N04,Experimental,12983,59.72
Plate 5,N,5,N05,Experimental,19858,92.07
Plate 5,N,6,N06,Experimental,19279,89.35
Plate 5,N,7,N07,Experimental,15693,72.48
Plate 5,N,8,N08,Experimental,4169,18.26
Plate 5,N,9,N09,Experimental,11891,54.59
Plate 5,N,10,N10,Experimental,12181,55.95
Plate 5,N,11,N11,Experimental,15271,70.49
Plate 5,N,12,N12,Experimental,6638,29.87
Plate 5,N,13,N13,Experimental,18701,86.63
Plate 5,N,14,N14,Experimental,27706,129.0
Plate 5,N,15,N15,Experimental,18046,83.55
Plate 5,N,16,N16,Experimental,18080,83.71
Plate 5,N,17,N17,Experimental,200,-0.42
Plate 5,N,18,N18,Experimental,9315,42.47
Plate 5,N,19,N19,Experimental,14272,65.79
Plate 5,N,20,N20,Experimental,6963,31.4
Plate 5,N,21,N21,Experimental,20661,95.85
Plate 5,N,22,N22,Experimental,16926,78.28
Plate 5,N,23,N23,High,11083,50.79
Plate 5,N,24,N24,High,26811,124.79
Plate 5,O,1,O01,Low,199,-0.42
Plate 5,O,2,O02,High,32268,150.46
Plate 5,O,3,O03,Experimental,4005,17.48
Plate 5,O,4,O04,Experimental,16620,76.84
Plate 5,O,5,O05,Experimental,13735,63.26
Plate 5,O,6,O06,Experimental,32668,152.34
Plate 5,O,7,O07,Experimental,6048,27.1
Plate 5,O,8,O08,Experimental,4593,20.25
Plate 5,O,9,O09,Experimental,16287,75.27
Plate 5,O,10,O10,Experimental,22623,105.08
Plate 5,O,11,O11,Experimental,24544,114.12
Plate 5,O,12,O12,Experimental,7142,32.24
Plate 5,O,13,O13,Experimental,20401,94.63
Plate 5,O,14,O14,Experimental,200,-0.42
Plate 5,O,15,O15,Experimental,26710,124.31
Plate 5,O,16,O16,Experimental,17914,82.93
Plate 5,O,17,O17,Experimental,200,-0.42
Plate 5,O,18,O18,Experimental,14982,69.13
Plate 5,O,19,O19,Experimental,7383,33.38
Plate 5,O,20,O20,Experimental,8239,37.4
Plate 5,O,21,O21,Experimental,25364,117.98
Plate 5,O,22,O22,Experimental,7927,35.94
Plate 5,O,23,O23,High,7681,34.78
Plate 5,O,24,O24,High,32367,150.93
Plate 5,P,1,P01,Low,366,0.36
Plate 5,P,2,P02,High,28440,132.45
Plate 5,P,3,P03,Experimental,6391,28.71
Plate 5,P,4,P04,Experimental,13824,63.68
Plate 5,P,5,P05,Experimental,24338,113.15
Plate 5,P,6,P06,Experimental,17808,82.43
Plate 5,P,7,P07,Experimental,20033,92.9
Plate 5,P,8,P08,Experimental,13925,64.16
Plate 5,P,9,P09,Experimental,9748,44.5
Plate 5,P,10,P10,Experimental,7947,36.03
Plate 5,P,11,P11,Experimental,11986,55.03
Plate 5,P,12,P12,Experimental,4468,19.66
Plate 5,P,13,P13,Experimental,11232,51.49
Plate 5,P,14,P14,Experimental,12512,57.51
Plate 5,P,15,P15,Experimental,4771,21.09
Plate 5,P,16,P16,Experimental,10640,48.7
Plate 5,P,17,P17,Experimental,12830,59.01
Plate 5,P,18,P18,Experimental,23685,110.08
Plate 5,P,19,P19,Experimental,28810,134.19
Plate 5,P,20,P20,Experimental,12825,58.98
Plate 5,P,21,P21,Experimental,14203,65.47
Plate 5,P,22,P22,Experimental,4861,21.51
Plate 5,P,23,P23,High,11851,54.4
Plate 5,P,24,P24,High,33732,157.35
