Plate,PlateFile,Row,Column,Well,WellType,RFU
Plate 4,sample_384_plate4.csv,G,6,G06,Experimental,13975
Plate 4,sample_384_plate4.csv,G,7,G07,Experimental,200
Plate 4,sample_384_plate4.csv,G,8,G08,Experimental,21041
Plate 4,sample_384_plate4.csv,G,9,G09,Experimental,7568
Plate 4,sample_384_plate4.csv,G,10,G10,Experimental,3853
Plate 4,sample_384_plate4.csv,G,11,G11,Experimental,20919
Plate 4,sample_384_plate4.csv,G,12,G12,Experimental,201
Plate 4,sample_384_plate4.csv,G,13,G13,Experimental,20699
Plate 4,sample_384_plate4.csv,G,14,G14,Experimental,22240
Plate 4,sample_384_plate4.csv,G,15,G15,Experimental,19021
Plate 4,sample_384_plate4.csv,G,16,G16,Experimental,16676
Plate 4,sample_384_plate4.csv,G,17,G17,Experimental,14102
Plate 4,sample_384_plate4.csv,G,18,G18,Experimental,11129
Plate 4,sample_384_plate4.csv,G,19,G19,Experimental,6344
Plate 4,sample_384_plate4.csv,G,20,G20,Experimental,33948
Plate 4,sample_384_plate4.csv,G,21,G21,Experimental,11443
Plate 4,sample_384_plate4.csv,G,22,G22,Experimental,7612
Plate 4,sample_384_plate4.csv,G,23,G23,Low,292
Plate 4,sample_384_plate4.csv,G,24,G24,High,31155
Plate 4,sample_384_plate4.csv,H,1,H01,Low,381
Plate 4,sample_384_plate4.csv,H,2,H02,High,9543
Plate 4,sample_384_plate4.csv,H,3,H03,Experimental,13477
Plate 4,sample_384_plate4.csv,H,4,H04,Experimental,8590
Plate 4,sample_384_plate4.csv,H,5,H05,Experimental,12951
Plate 4,sample_384_plate4.csv,H,6,H06,Experimental,21922
Plate 4,sample_384_plate4.csv,H,7,H07,Experimental,14502
Plate 4,sample_384_plate4.csv,H,8,H08,Experimental,12063
Plate 4,sample_384_plate4.csv,H,9,H09,Experimental,16367
Plate 4,sample_384_plate4.csv,H,10,H10,Experimental,8746
Plate 4,sample_384_plate4.csv,H,11,H11,Experimental,200
Plate 4,sample_384_plate4.csv,H,12,H12,Experimental,11107
Plate 4,sample_384_plate4.csv,H,13,H13,Experimental,200
Plate 4,sample_384_plate4.csv,H,14,H14,Experimental,12884
Plate 4,sample_384_plate4.csv,H,15,H15,Experimental,18292
Plate 4,sample_384_plate4.csv,H,16,H16,Experimental,22900
Plate 4,sample_384_plate4.csv,H,17,H17,Experimental,19239
Plate 4,sample_384_plate4.csv,H,18,H18,Experimental,15290
Plate 4,sample_384_plate4.csv,H,19,H19,Experimental,6794
Plate 4,sample_384_plate4.csv,H,20,H20,Experimental,6209
Plate 4,sample_384_plate4.csv,H,21,H21,Experimental,13319
Plate 4,sample_384_plate4.csv,H,22,H22,Experimental,8079
Plate 4,sample_384_plate4.csv,H,23,H23,Low,223
Plate 4,sample_384_plate4.csv,H,24,H24,High,30089
Plate 4,sample_384_plate4.csv,I,1,I01,Low,231
Plate 4,sample_384_plate4.csv,I,2,I02,High,26366
Plate 4,sample_384_plate4.csv,I,3,I03,Experimental,13253
Plate 4,sample_384_plate4.csv,I,4,I04,Experimental,7402
Plate 4,sample_384_plate4.csv,I,5,I05,Experimental,19140
Plate 4,sample_384_plate4.csv,I,6,I06,Experimental,25351
Plate 4,sample_384_plate4.csv,I,7,I07,Experimental,21080
Plate 4,sample_384_plate4.csv,I,8,I08,Experimental,18491
Plate 4,sample_384_plate4.csv,I,9,I09,Experimental,25925
Plate 4,sample_384_plate4.csv,I,10,I10,Experimental,7153
Plate 4,sample_384_plate4.csv,I,11,I11,Experimental,10387
Plate 4,sample_384_plate4.csv,I,12,I12,Experimental,16484
Plate 4,sample_384_plate4.csv,I,13,I13,Experimental,11834
Plate 4,sample_384_plate4.csv,I,14,I14,Experimental,16161
Plate 4,sample_384_plate4.csv,I,15,I15,Experimental,11975
Plate 4,sample_384_plate4.csv,I,16,I16,Experimental,12902
Plate 4,sample_384_plate4.csv,I,17,I17,Experimental,11581
Plate 4,sample_384_plate4.csv,I,18,I18,Experimental,20952
Plate 4,sample_384_plate4.csv,I,19,I19,Experimental,13510
Plate 4,sample_384_plate4.csv,I,20,I20,Experimental,4516
Plate 4,sample_384_plate4.csv,I,21,I21,Experimental,14025
Plate 4,sample_384_plate4.csv,I,22,I22,Experimental,10129
Plate 4,sample_384_plate4.csv,I,23,I23,High,12887
Plate 4,sample_384_plate4.csv,I,24,I24,High,30724
Plate 4,sample_384_plate4.csv,J,1,J01,Low,401
Plate 4,sample_384_plate4.csv,J,2,J02,High,30222
Plate 4,sample_384_plate4.csv,J,3,J03,Experimental,22367
Plate 4,sample_384_plate4.csv,J,4,J04,Experimental,21119
Plate 4,sample_384_plate4.csv,J,5,J05,Experimental,19464
Plate 4,sample_384_plate4.csv,J,6,J06,Experimental,1082
Plate 4,sample_384_plate4.csv,J,7,J07,Experimental,16596
Plate 4,sample_384_plate4.csv,J,8,J08,Experimental,25886
Plate 4,sample_384_plate4.csv,J,9,J09,Experimental,15107
Plate 4,sample_384_plate4.csv,J,10,J10,Experimental,24359
Plate 4,sample_384_plate4.csv,J,11,J11,Experimental,11157
Plate 4,sample_384_plate4.csv,J,12,J12,Experimental,12545
Plate 4,sample_384_plate4.csv,J,13,J13,Experimental,20508
Plate 4,sample_384_plate4.csv,J,14,J14,Experimental,3691
Plate 4,sample_384_plate4.csv,J,15,J15,Experimental,28380
Plate 4,sample_384_plate4.csv,J,16,J16,Experimental,12797
Plate 4,sample_384_plate4.csv,J,17,J17,Experimental,25507
Plate 4,sample_384_plate4.csv,J,18,J18,Experimental,10216
Plate 4,sample_384_plate4.csv,J,19,J19,Experimental,21014
Plate 4,sample_384_plate4.csv,J,20,J20,Experimental,11673
Plate 4,sample_384_plate4.csv,J,21,J21,Experimental,2691
Plate 4,sample_384_plate4.csv,J,22,J22,Experimental,11612
Plate 4,sample_384_plate4.csv,J,23,J23,High,9772
Plate 4,sample_384_plate4.csv,J,24,J24,High,30959
Plate 4,sample_384_plate4.csv,K,1,K01,Low,236
Plate 4,sample_384_plate4.csv,K,2,K02,High,31039
Plate 4,sample_384_plate4.csv,K,3,K03,Experimental,12925
Plate 4,sample_384_plate4.csv,K,4,K04,Experimental,200
Plate 4,sample_384_plate4.csv,K,5,K05,Experimental,22876
Plate 4,sample_384_plate4.csv,K,6,K06,Experimental,23624
Plate 4,sample_384_plate4.csv,K,7,K07,Experimental,12141
Plate 4,sample_384_plate4.csv,K,8,K08,Experimental,13501
Plate 4,sample_384_plate4.csv,K,9,K09,Experimental,10808
Plate 4,sample_384_plate4.csv,K,10,K10,Experimental,18043
Plate 4,sample_384_plate4.csv,K,11,K11,Experimental,10282
Plate 4,sample_384_plate4.csv,K,12,K12,Experimental,21653
Plate 4,sample_384_plate4.csv,K,13,K13,Experimental,13844
Plate 4,sample_384_plate4.csv,K,14,K14,Experimental,4615
Plate 4,sample_384_plate4.csv,K,15,K15,Experimental,20490
Plate 4,sample_384_plate4.csv,K,16,K16,Experimental,18764
Plate 4,sample_384_plate4.csv,K,17,K17,Experimental,216
Plate 4,sample_384_plate4.csv,K,18,K18,Experimental,16486
Plate 4,sample_384_plate4.csv,K,19,K19,Experimental,19489
Plate 4,sample_384_plate4.csv,K,20,K20,Experimental,14252
Plate 4,sample_384_plate4.csv,K,21,K21,Experimental,11163
Plate 4,sample_384_plate4.csv,K,22,K22,Experimental,24828
Plate 4,sample_384_plate4.csv,K,23,K23,High,8677
Plate 4,sample_384_plate4.csv,K,24,K24,High,33486
Plate 4,sample_384_plate4.csv,L,1,L01,Low,242
Plate 4,sample_384_plate4.csv,L,2,L02,High,31880
Plate 4,sample_384_plate4.csv,L,3,L03,Experimental,29436
Plate 4,sample_384_plate4.csv,L,4,L04,Experimental,4739
Plate 4,sample_384_plate4.csv,L,5,L05,Experimental,18822
Plate 4,sample_384_plate4.csv,L,6,L06,Experimental,9231
Plate 4,sample_384_plate4.csv,L,7,L07,Experimental,21413
Plate 4,sample_384_plate4.csv,L,8,L08,Experimental,26486
Plate 4,sample_384_plate4.csv,L,9,L09,Experimental,29200
Plate 4,sample_384_plate4.csv,L,10,L10,Experimental,23212
Plate 4,sample_384_plate4.csv,L,11,L11,Experimental,12347
Plate 4,sample_384_plate4.csv,L,12,L12,Experimental,20776
Plate 4,sample_384_plate4.csv,L,13,L13,Experimental,36066
Plate 4,sample_384_plate4.csv,L,14,L14,Experimental,25082
Plate 4,sample_384_plate4.csv,L,15,L15,Experimental,32871
Plate 4,sample_384_plate4.csv,L,16,L16,Experimental,24323
Plate 4,sample_384_plate4.csv,L,17,L17,Experimental,5597
Plate 4,sample_384_plate4.csv,L,18,L18,Experimental,12966
Plate 4,sample_384_plate4.csv,L,19,L19,Experimental,20853
Plate 4,sample_384_plate4.csv,L,20,L20,Experimental,7683
Plate 4,sample_384_plate4.csv,L,21,L21,Experimental,20723
Plate 4,sample_384_plate4.csv,L,22,L22,Experimental,200
Plate 4,sample_384_plate4.csv,L,23,L23,High,9905
Plate 4,sample_384_plate4.csv,L,24,L24,High,31235
Plate 4,sample_384_plate4.csv,M,1,M01,Low,153
Plate 4,sample_384_plate4.csv,M,2,M02,High,31163
Plate 4,sample_384_plate4.csv,M,3,M03,Experimental,22500
Plate 4,sample_384_plate4.csv,M,4,M04,Experimental,22753
Plate 4,sample_384_plate4.csv,M,5,M05,Experimental,2167
Plate 4,sample_384_plate4.csv,M,6,M06,Experimental,3911
Plate 4,sample_384_plate4.csv,M,7,M07,Experimental,24491
Plate 4,sample_384_plate4.csv,M,8,M08,Experimental,24504
Plate 4,sample_384_plate4.csv,M,9,M09,Experimental,6951
Plate 4,sample_384_plate4.csv,M,10,M10,Experimental,4781
Plate 4,sample_384_plate4.csv,M,11,M11,Experimental,23163
Plate 4,sample_384_plate4.csv,M,12,M12,Experimental,200
Plate 4,sample_384_plate4.csv,M,13,M13,Experimental,20742
Plate 4,sample_384_plate4.csv,M,14,M14,Experimental,2241
Plate 4,sample_384_plate4.csv,M,15,M15,Experimental,3931
Plate 4,sample_384_plate4.csv,M,16,M16,Experimental,16131
Plate 4,sample_384_plate4.csv,M,17,M17,Experimental,20695
Plate 4,sample_384_plate4.csv,M,18,M18,Experimental,20913
Plate 4,sample_384_plate4.csv,M,19,M19,Experimental,16469
Plate 4,sample_384_plate4.csv,M,20,M20,Experimental,8358
Plate 4,sample_384_plate4.csv,M,21,M21,Experimental,8810
Plate 4,sample_384_plate4.csv,M,22,M22,Experimental,17134
Plate 4,sample_384_plate4.csv,M,23,M23,High,11427
Plate 4,sample_384_plate4.csv,M,24,M24,High,28259
Plate 4,sample_384_plate4.csv,N,1,N01,Low,246
Plate 4,sample_384_plate4.csv,N,2,N02,High,28829
Plate 4,sample_384_plate4.csv,N,3,N03,Experimental,15515
Plate 4,sample_384_plate4.csv,N,4,N04,Experimental,7530
Plate 4,sample_384_plate4.csv,N,5,N05,Experimental,14937
Plate 4,sample_384_plate4.csv,N,6,N06,Experimental,16714
Plate 4,sample_384_plate4.csv,N,7,N07,Experimental,19137
Plate 4,sample_384_plate4.csv,N,8,N08,Experimental,18686
Plate 4,sample_384_plate4.csv,N,9,N09,Experimental,5020
Plate 4,sample_384_plate4.csv,N,10,N10,Experimental,15523
Plate 4,sample_384_plate4.csv,N,11,N11,Experimental,18592
Plate 4,sample_384_plate4.csv,N,12,N12,Experimental,9531
Plate 4,sample_384_plate4.csv,N,13,N13,Experimental,11885
Plate 4,sample_384_plate4.csv,N,14,N14,Experimental,26199
Plate 4,sample_384_plate4.csv,N,15,N15,Experimental,200
Plate 4,sample_384_plate4.csv,N,16,N16,Experimental,32370
Plate 4,sample_384_plate4.csv,N,17,N17,Experimental,24785
Plate 4,sample_384_plate4.csv,N,18,N18,Experimental,12605
Plate 4,sample_384_plate4.csv,N,19,N19,Experimental,28050
Plate 4,sample_384_plate4.csv,N,20,N20,Experimental,7339
Plate 4,sample_384_plate4.csv,N,21,N21,Experimental,19243
Plate 4,sample_384_plate4.csv,N,22,N22,Experimental,3910
Plate 4,sample_384_plate4.csv,N,23,N23,High,13161
Plate 4,sample_384_plate4.csv,N,24,N24,High,28733
Plate 4,sample_384_plate4.csv,O,1,O01,Low,369
Plate 4,sample_384_plate4.csv,O,2,O02,High,30443
Plate 4,sample_384_plate4.csv,O,3,O03,Experimental,12108
Plate 4,sample_384_plate4.csv,O,4,O04,Experimental,10752
Plate 4,sample_384_plate4.csv,O,5,O05,Experimental,35390
Plate 4,sample_384_plate4.csv,O,6,O06,Experimental,9730
Plate 4,sample_384_plate4.csv,O,7,O07,Experimental,19367
Plate 4,sample_384_plate4.csv,O,8,O08,Experimental,20568
Plate 4,sample_384_plate4.csv,O,9,O09,Experimental,24339
Plate 4,sample_384_plate4.csv,O,10,O10,Experimental,23992
Plate 4,sample_384_plate4.csv,O,11,O11,Experimental,6302
Plate 4,sample_384_plate4.csv,O,12,O12,Experimental,15070
Plate 4,sample_384_plate4.csv,O,13,O13,Experimental,20544
Plate 4,sample_384_plate4.csv,O,14,O14,Experimental,17630
Plate 4,sample_384_plate4.csv,O,15,O15,Experimental,9641
Plate 4,sample_384_plate4.csv,O,16,O16,Experimental,11435
Plate 4,sample_384_plate4.csv,O,17,O17,Experimental,14716
Plate 4,sample_384_plate4.csv,O,18,O18,Experimental,6096
Plate 4,sample_384_plate4.csv,O,19,O19,Experimental,14854
Plate 4,sample_384_plate4.csv,O,20,O20,Experimental,19872
Plate 4,sample_384_plate4.csv,O,21,O21,Experimental,19500
Plate 4,sample_384_plate4.csv,O,22,O22,Experimental,19233
Plate 4,sample_384_plate4.csv,O,23,O23,High,8247
Plate 4,sample_384_plate4.csv,O,24,O24,High,26766
Plate 4,sample_384_plate4.csv,P,1,P01,Low,328
Plate 4,sample_384_plate4.csv,P,2,P02,High,28593
Plate 4,sample_384_plate4.csv,P,3,P03,Experimental,18242
Plate 4,sample_384_plate4.csv,P,4,P04,Experimental,27748
Plate 4,sample_384_plate4.csv,P,5,P05,Experimental,16667
Plate 4,sample_384_plate4.csv,P,6,P06,Experimental,13313
Plate 4,sample_384_plate4.csv,P,7,P07,Experimental,9183
Plate 4,sample_384_plate4.csv,P,8,P08,Experimental,7528
Plate 4,sample_384_plate4.csv,P,9,P09,Experimental,25377
Plate 4,sample_384_plate4.csv,P,10,P10,Experimental,200
Plate 4,sample_384_plate4.csv,P,11,P11,Experimental,13566
Plate 4,sample_384_plate4.csv,P,12,P12,Experimental,24611
Plate 4,sample_384_plate4.csv,P,13,P13,Experimental,6955
Plate 4,sample_384_plate4.csv,P,14,P14,Experimental,14533
Plate 4,sample_384_plate4.csv,P,15,P15,Experimental,12874
Plate 4,sample_384_plate4.csv,P,16,P16,Experimental,19639
Plate 4,sample_384_plate4.csv,P,17,P17,Experimental,26628
Plate 4,sample_384_plate4.csv,P,18,P18,Experimental,11567
Plate 4,sample_384_plate4.csv,P,19,P19,Experimental,6995
Plate 4,sample_384_plate4.csv,P,20,P20,Experimental,9852
Plate 4,sample_384_plate4.csv,P,21,P21,Experimental,30698
Plate 4,sample_384_plate4.csv,P,22,P22,Experimental,30840
Plate 4,sample_384_plate4.csv,P,23,P23,High,10857
Plate 4,sample_384_plate4.csv,P,24,P24,High,31241
Plate 5,sample_384_plate5.csv,A,1,A01,Low,170
Plate 5,sample_384_plate5.csv,A,2,A02,High,9796
Plate 5,sample_384_plate5.csv,A,3,A03,Experimental,521
Plate 5,sample_384_plate5.csv,A,4,A04,Experimental,17101
Plate 5,sample_384_plate5.csv,A,5,A05,Experimental,17079
Plate 5,sample_384_plate5.csv,A,6,A06,Experimental,11951
Plate 5,sample_384_plate5.csv,A,7,A07,Experimental,14981
Plate 5,sample_384_plate5.csv,A,8,A08,Experimental,17732
Plate 5,sample_384_plate5.csv,A,9,A09,Experimental,22180
Plate 5,sample_384_plate5.csv,A,10,A10,Experimental,12111
Plate 5,sample_384_plate5.csv,A,11,A11,Experimental,28251
Plate 5,sample_384_plate5.csv,A,12,A12,Experimental,5487
Plate 5,sample_384_plate5.csv,A,13,A13,Experimental,28331
Plate 5,sample_384_plate5.csv,A,14,A14,Experimental,200
Plate 5,sample_384_plate5.csv,A,15,A15,Experimental,11177
Plate 5,sample_384_plate5.csv,A,16,A16,Experimental,25950
Plate 5,sample_384_plate5.csv,A,17,A17,Experimental,17065
Plate 5,sample_384_plate5.csv,A,18,A18,Experimental,20618
Plate 5,sample_384_plate5.csv,A,19,A19,Experimental,22107
Plate 5,sample_384_plate5.csv,A,20,A20,Experimental,20777
Plate 5,sample_384_plate5.csv,A,21,A21,Experimental,3943
Plate 5,sample_384_plate5.csv,A,22,A22,Experimental,7052
Plate 5,sample_384_plate5.csv,A,23,A23,Low,286
Plate 5,sample_384_plate5.csv,A,24,A24,High,30575
Plate 5,sample_384_plate5.csv,B,1,B01,Low,323
Plate 5,sample_384_plate5.csv,B,2,B02,High,9624
Plate 5,sample_384_plate5.csv,B,3,B03,Experimental,12055
Plate 5,sample_384_plate5.csv,B,4,B04,Experimental,26606
Plate 5,sample_384_plate5.csv,B,5,B05,Experimental,16753
Plate 5,sample_384_plate5.csv,B,6,B06,Experimental,18560
Plate 5,sample_384_plate5.csv,B,7,B07,Experimental,13315
Plate 5,sample_384_plate5.csv,B,8,B08,Experimental,10944
Plate 5,sample_384_plate5.csv,B,9,B09,Experimental,18200
Plate 5,sample_384_plate5.csv,B,10,B10,Experimental,23140
Plate 5,sample_384_plate5.csv,B,11,B11,Experimental,24687
Plate 5,sample_384_plate5.csv,B,12,B12,Experimental,18625
Plate 5,sample_384_plate5.csv,B,13,B13,Experimental,4155
Plate 5,sample_384_plate5.csv,B,14,B14,Experimental,21361
Plate 5,sample_384_plate5.csv,B,15,B15,Experimental,2430
Plate 5,sample_384_plate5.csv,B,16,B16,Experimental,5721
Plate 5,sample_384_plate5.csv,B,17,B17,Experimental,9858
Plate 5,sample_384_plate5.csv,B,18,B18,Experimental,8574
Plate 5,sample_384_plate5.csv,B,19,B19,Experimental,22188
Plate 5,sample_384_plate5.csv,B,20,B20,Experimental,18563
Plate 5,sample_384_plate5.csv,B,21,B21,Experimental,20027
Plate 5,sample_384_plate5.csv,B,22,B22,Experimental,9488
Plate 5,sample_384_plate5.csv,B,23,B23,Low,311
Plate 5,sample_384_plate5.csv,B,24,B24,High,32528
Plate 5,sample_384_plate5.csv,C,1,C01,Low,202
Plate 5,sample_384_plate5.csv,C,2,C02,High,8956
Plate 5,sample_384_plate5.csv,C,3,C03,Experimental,10459
Plate 5,sample_384_plate5.csv,C,4,C04,Experimental,6962
Plate 5,sample_384_plate5.csv,C,5,C05,Experimental,16577
Plate 5,sample_384_plate5.csv,C,6,C06,Experimental,20814
Plate 5,sample_384_plate5.csv,C,7,C07,Experimental,17205
Plate 5,sample_384_plate5.csv,C,8,C08,Experimental,16134
Plate 5,sample_384_plate5.csv,C,9,C09,Experimental,27420
Plate 5,sample_384_plate5.csv,C,10,C10,Experimental,9175
Plate 5,sample_384_plate5.csv,C,11,C11,Experimental,14301
Plate 5,sample_384_plate5.csv,C,12,C12,Experimental,25387
Plate 5,sample_384_plate5.csv,C,13,C13,Experimental,20429
Plate 5,sample_384_plate5.csv,C,14,C14,Experimental,2355
Plate 5,sample_384_plate5.csv,C,15,C15,Experimental,34415
Plate 5,sample_384_plate5.csv,C,16,C16,Experimental,22911
Plate 5,sample_384_plate5.csv,C,17,C17,Experimental,20889
Plate 5,sample_384_plate5.csv,C,18,C18,Experimental,8427
Plate 5,sample_384_plate5.csv,C,19,C19,Experimental,9536
Plate 5,sample_384_plate5.csv,C,20,C20,Experimental,24915
Plate 5,sample_384_plate5.csv,C,21,C21,Experimental,17400
Plate 5,sample_384_plate5.csv,C,22,C22,Experimental,15475
Plate 5,sample_384_plate5.csv,C,23,C23,Low,369
Plate 5,sample_384_plate5.csv,C,24,C24,High,27093
Plate 5,sample_384_plate5.csv,D,1,D01,Low,342
Plate 5,sample_384_plate5.csv,D,2,D02,High,9549
Plate 5,sample_384_plate5.csv,D,3,D03,Experimental,24046
Plate 5,sample_384_plate5.csv,D,4,D04,Experimental,14117
Plate 5,sample_384_plate5.csv,D,5,D05,Experimental,10386
Plate 5,sample_384_plate5.csv,D,6,D06,Experimental,8213
Plate 5,sample_384_plate5.csv,D,7,D07,Experimental,19649
Plate 5,sample_384_plate5.csv,D,8,D08,Experimental,1735
Plate 5,sample_384_plate5.csv,D,9,D09,Experimental,28114
Plate 5,sample_384_plate5.csv,D,10,D10,Experimental,14537
Plate 5,sample_384_plate5.csv,D,11,D11,Experimental,18248
Plate 5,sample_384_plate5.csv,D,12,D12,Experimental,810
Plate 5,sample_384_plate5.csv,D,13,D13,Experimental,7719
Plate 5,sample_384_plate5.csv,D,14,D14,Experimental,38000
Plate 5,sample_384_plate5.csv,D,15,D15,Experimental,16013
Plate 5,sample_384_plate5.csv,D,16,D16,Experimental,19179
Plate 5,sample_384_plate5.csv,D,17,D17,Experimental,2990
Plate 5,sample_384_plate5.csv,D,18,D18,Experimental,200
Plate 5,sample_384_plate5.csv,D,19,D19,Experimental,8403
Plate 5,sample_384_plate5.csv,D,20,D20,Experimental,23011
Plate 5,sample_384_plate5.csv,D,21,D21,Experimental,23209
Plate 5,sample_384_plate5.csv,D,22,D22,Experimental,7377
Plate 5,sample_384_plate5.csv,D,23,D23,Low,253
Plate 5,sample_384_plate5.csv,D,24,D24,High,30011
Plate 5,sample_384_plate5.csv,E,1,E01,Low,111
Plate 5,sample_384_plate5.csv,E,2,E02,High,10386
Plate 5,sample_384_plate5.csv,E,3,E03,Experimental,21691
Plate 5,sample_384_plate5.csv,E,4,E04,Experimental,22640
Plate 5,sample_384_plate5.csv,E,5,E05,Experimental,16407
Plate 5,sample_384_plate5.csv,E,6,E06,Experimental,11109
Plate 5,sample_384_plate5.csv,E,7,E07,Experimental,16493
Plate 5,sample_384_plate5.csv,E,8,E08,Experimental,11766
Plate 5,sample_384_plate5.csv,E,9,E09,Experimental,5213
Plate 5,sample_384_plate5.csv,E,10,E10,Experimental,10824
Plate 5,sample_384_plate5.csv,E,11,E11,Experimental,11755
Plate 5,sample_384_plate5.csv,E,12,E12,Experimental,34324
Plate 5,sample_384_plate5.csv,E,13,E13,Experimental,9473
Plate 5,sample_384_plate5.csv,E,14,E14,Experimental,15035
Plate 5,sample_384_plate5.csv,E,15,E15,Experimental,13074
Plate 5,sample_384_plate5.csv,E,16,E16,Experimental,7672
Plate 5,sample_384_plate5.csv,E,17,E17,Experimental,17785
Plate 5,sample_384_plate5.csv,E,18,E18,Experimental,3934
Plate 5,sample_384_plate5.csv,E,19,E19,Experimental,10124
Plate 5,sample_384_plate5.csv,E,20,E20,Experimental,15494
Plate 5,sample_384_plate5.csv,E,21,E21,Experimental,17594
Plate 5,sample_384_plate5.csv,E,22,E22,Experimental,23533
Plate 5,sample_384_plate5.csv,E,23,E23,Low,372
Plate 5,sample_384_plate5.csv,E,24,E24,High,26358
Plate 5,sample_384_plate5.csv,F,1,F01,Low,451
Plate 5,sample_384_plate5.csv,F,2,F02,High,9277
Plate 5,sample_384_plate5.csv,F,3,F03,Experimental,38000
Plate 5,sample_384_plate5.csv,F,4,F04,Experimental,29438
Plate 5,sample_384_plate5.csv,F,5,F05,Experimental,8946
Plate 5,sample_384_plate5.csv,F,6,F06,Experimental,13510
Plate 5,sample_384_plate5.csv,F,7,F07,Experimental,18524
Plate 5,sample_384_plate5.csv,F,8,F08,Experimental,32552
Plate 5,sample_384_plate5.csv,F,9,F09,Experimental,19979
Plate 5,sample_384_plate5.csv,F,10,F10,Experimental,11031
Plate 5,sample_384_plate5.csv,F,11,F11,Experimental,16234
Plate 5,sample_384_plate5.csv,F,12,F12,Experimental,14165
Plate 5,sample_384_plate5.csv,F,13,F13,Experimental,14834
Plate 5,sample_384_plate5.csv,F,14,F14,Experimental,20558
Plate 5,sample_384_plate5.csv,F,15,F15,Experimental,23013
Plate 5,sample_384_plate5.csv,F,16,F16,Experimental,19753
Plate 5,sample_384_plate5.csv,F,17,F17,Experimental,5710
Plate 5,sample_384_plate5.csv,F,18,F18,Experimental,8173
Plate 5,sample_384_plate5.csv,F,19,F19,Experimental,13642
Plate 5,sample_384_plate5.csv,F,20,F20,Experimental,15556
Plate 5,sample_384_plate5.csv,F,21,F21,Experimental,9890
Plate 5,sample_384_plate5.csv,F,22,F22,Experimental,21173
Plate 5,sample_384_plate5.csv,F,23,F23,Low,250
Plate 5,sample_384_plate5.csv,F,24,F24,High,28760
Plate 5,sample_384_plate5.csv,G,1,G01,Low,228
Plate 5,sample_384_plate5.csv,G,2,G02,High,10340
Plate 5,sample_384_plate5.csv,G,3,G03,Experimental,7677
Plate 5,sample_384_plate5.csv,G,4,G04,Experimental,19343
Plate 5,sample_384_plate5.csv,G,5,G05,Experimental,16107
Plate 5,sample_384_plate5.csv,G,6,G06,Experimental,19074
Plate 5,sample_384_plate5.csv,G,7,G07,Experimental,13691
Plate 5,sample_384_plate5.csv,G,8,G08,Experimental,11712
Plate 5,sample_384_plate5.csv,G,9,G09,Experimental,8617
Plate 5,sample_384_plate5.csv,G,10,G10,Experimental,18062
Plate 5,sample_384_plate5.csv,G,11,G11,Experimental,23299
Plate 5,sample_384_plate5.csv,G,12,G12,Experimental,27301
Plate 5,sample_384_plate5.csv,G,13,G13,Experimental,14991
Plate 5,sample_384_plate5.csv,G,14,G14,Experimental,4998
Plate 5,sample_384_plate5.csv,G,15,G15,Experimental,6741
Plate 5,sample_384_plate5.csv,G,16,G16,Experimental,20988
Plate 5,sample_384_plate5.csv,G,17,G17,Experimental,16587
Plate 5,sample_384_plate5.csv,G,18,G18,Experimental,6587
Plate 5,sample_384_plate5.csv,G,19,G19,Experimental,20577
Plate 5,sample_384_plate5.csv,G,20,G20,Experimental,33241
Plate 5,sample_384_plate5.csv,G,21,G21,Experimental,2481
Plate 5,sample_384_plate5.csv,G,22,G22,Experimental,18514
Plate 5,sample_384_plate5.csv,G,23,G23,Low,283
Plate 5,sample_384_plate5.csv,G,24,G24,High,29315
Plate 5,sample_384_plate5.csv,H,1,H01,Low,225
Plate 5,sample_384_plate5.csv,H,2,H02,High,4000
Plate 5,sample_384_plate5.csv,H,3,H03,Experimental,2084
Plate 5,sample_384_plate5.csv,H,4,H04,Experimental,13880
Plate 5,sample_384_plate5.csv,H,5,H05,Experimental,4268
Plate 5,sample_384_plate5.csv,H,6,H06,Experimental,3994
Plate 5,sample_384_plate5.csv,H,7,H07,Experimental,34807
Plate 5,sample_384_plate5.csv,H,8,H08,Experimental,6288
Plate 5,sample_384_plate5.csv,H,9,H09,Experimental,30500
Plate 5,sample_384_plate5.csv,H,10,H10,Experimental,6297
Plate 5,sample_384_plate5.csv,H,11,H11,Experimental,8789
Plate 5,sample_384_plate5.csv,H,12,H12,Experimental,14832
Plate 5,sample_384_plate5.csv,H,13,H13,Experimental,24436
Plate 5,sample_384_plate5.csv,H,14,H14,Experimental,19803
Plate 5,sample_384_plate5.csv,H,15,H15,Experimental,13470
Plate 5,sample_384_plate5.csv,H,16,H16,Experimental,20348
Plate 5,sample_384_plate5.csv,H,17,H17,Experimental,28964
Plate 5,sample_384_plate5.csv,H,18,H18,Experimental,17081
Plate 5,sample_384_plate5.csv,H,19,H19,Experimental,18849
Plate 5,sample_384_plate5.csv,H,20,H20,Experimental,2069
Plate 5,sample_384_plate5.csv,H,21,H21,Experimental,8397
Plate 5,sample_384_plate5.csv,H,22,H22,Experimental,19473
Plate 5,sample_384_plate5.csv,H,23,H23,Low,438
Plate 5,sample_384_plate5.csv,H,24,H24,High,26303
Plate 5,sample_384_plate5.csv,I,1,I01,Low,319
Plate 5,sample_384_plate5.csv,I,2,I02,High,31291
Plate 5,sample_384_plate5.csv,I,3,I03,Experimental,23983
